product_id,product_name,category,subcategory,brand,gender,age_group,size,color,selling_season,supplier,cost_price,selling_price,profit_margin_percent,image_url,status,movement_type
P0501,Emerald Belts Red,Accessories,Belts,Emerald,Unisex,Adult,L,Red,Winter,Sunrise Fashion,493.62,700.94,42,https://coolplanet.lk/images/products/P0501.jpg,Active,Non Moving
P0502,Hustle Girls Wear Teal,Kids,Girls Wear,Hustle,Kids,Kids,14Y,Teal,All Season,Blue Horizon Apparel,2356.19,3227.98,37,https://coolplanet.lk/images/products/P0502.jpg,Active,Normal
P0503,Hustle T-Shirts White,Men,T-Shirts,Hustle,Men,Adult,M,White,All Season,Colombo Garments,1798.57,2446.05,36,https://coolplanet.lk/images/products/P0503.jpg,Active,Trending
P0504,Miss Modano Jeans Black,Men,Jeans,Miss Modano,Men,Adult,L,Black,Summer,Island Wear Ltd,555.19,832.78,50,https://coolplanet.lk/images/products/P0504.jpg,Active,Trending
P0505,Modano Jeans Navy,Women,Jeans,Modano,Women,Adult,XS,Navy,All Season,Blue Horizon Apparel,2880.73,4148.25,44,https://coolplanet.lk/images/products/P0505.jpg,Active,Normal
P0506,Modano T-Shirts White,Men,T-Shirts,Modano,Men,Adult,XS,White,Summer,Sunrise Fashion,3803.24,5666.83,49,https://coolplanet.lk/images/products/P0506.jpg,Active,Normal
P0507,Hustle Dresses Red,Women,Dresses,Hustle,Women,Adult,S,Red,All Season,Sunrise Fashion,1845.63,2491.6,35,https://coolplanet.lk/images/products/P0507.jpg,Active,Normal
P0508,Emerald Shoes White,Footwear,Shoes,Emerald,Kids,Kids,40,White,All Season,Kandy Mills,7617.71,10893.32,43,https://coolplanet.lk/images/products/P0508.jpg,Active,Fast Moving
P0509,Emerald Kids T-Shirts Green,Kids,Kids T-Shirts,Emerald,Kids,Kids,14Y,Green,All Season,Island Wear Ltd,1014.68,1420.55,40,https://coolplanet.lk/images/products/P0509.jpg,Active,Normal
P0510,Modano Boys Wear Olive,Kids,Boys Wear,Modano,Kids,Kids,10Y,Olive,Back to School,Kandy Mills,1205.5,1723.87,43,https://coolplanet.lk/images/products/P0510.jpg,Active,Slow Moving
P0511,Miss Modano Caps Charcoal,Accessories,Caps,Miss Modano,Men,Adult,L,Charcoal,Summer,Blue Horizon Apparel,812.45,1145.56,41,https://coolplanet.lk/images/products/P0511.jpg,Active,Trending
P0512,Modano Shirts Cream,Men,Shirts,Modano,Men,Adult,XS,Cream,Winter,Blue Horizon Apparel,1415.56,1981.79,40,https://coolplanet.lk/images/products/P0512.jpg,Active,Normal
P0513,Modano Skirts Black,Women,Skirts,Modano,Women,Adult,XXL,Black,All Season,Lanka Textiles,3889.2,5678.23,46,https://coolplanet.lk/images/products/P0513.jpg,Active,Slow Moving
P0514,Hustle Shoes Yellow,Footwear,Shoes,Hustle,Kids,Kids,45,Yellow,Winter,Colombo Garments,1089.55,1514.47,39,https://coolplanet.lk/images/products/P0514.jpg,Active,Trending
P0515,Modano Wallets White,Accessories,Wallets,Modano,Women,Adult,L,White,All Season,Kandy Mills,1723.71,2464.9,43,https://coolplanet.lk/images/products/P0515.jpg,Active,Normal
P0516,Hustle Sandals Khaki,Footwear,Sandals,Hustle,Men,Adult,41,Khaki,Summer,Blue Horizon Apparel,1062.24,1402.16,32,https://coolplanet.lk/images/products/P0516.jpg,Active,Normal
P0517,Hustle Caps Green,Accessories,Caps,Hustle,Men,Adult,One Size,Green,All Season,Blue Horizon Apparel,1506.3,2063.63,37,https://coolplanet.lk/images/products/P0517.jpg,Active,Normal
P0518,Modano Skirts Pink,Women,Skirts,Modano,Women,Adult,M,Pink,Winter,Fashion Hub PVT,1650.98,2410.43,46,https://coolplanet.lk/images/products/P0518.jpg,Active,Normal
P0519,Hustle T-Shirts Khaki,Women,T-Shirts,Hustle,Women,Adult,XS,Khaki,All Season,Kandy Mills,4150.85,5645.15,36,https://coolplanet.lk/images/products/P0519.jpg,Active,Trending
P0520,Hustle Kids Shorts Beige,Kids,Kids Shorts,Hustle,Kids,Kids,8Y,Beige,All Season,Colombo Garments,2140.57,2804.15,31,https://coolplanet.lk/images/products/P0520.jpg,Active,Normal
P0521,Miss Modano Belts White,Accessories,Belts,Miss Modano,Men,Adult,One Size,White,All Season,Sunrise Fashion,3320.56,4681.99,41,https://coolplanet.lk/images/products/P0521.jpg,Active,Normal
P0522,Modano Dresses Khaki,Women,Dresses,Modano,Women,Adult,XXL,Khaki,All Season,Lanka Textiles,3034.01,4338.63,43,https://coolplanet.lk/images/products/P0522.jpg,Active,Normal
P0523,Hustle Polo Shirts Teal,Men,Polo Shirts,Hustle,Men,Adult,L,Teal,Winter,Colombo Garments,1730.98,2354.13,36,https://coolplanet.lk/images/products/P0523.jpg,Active,Slow Moving
P0524,Hustle Boys Wear Teal,Kids,Boys Wear,Hustle,Kids,Kids,6Y,Teal,Back to School,Sunrise Fashion,635.48,838.83,32,https://coolplanet.lk/images/products/P0524.jpg,Active,Normal
P0525,Miss Modano Polo Shirts Teal,Men,Polo Shirts,Miss Modano,Men,Adult,S,Teal,All Season,Fashion Hub PVT,4046.78,5948.77,47,https://coolplanet.lk/images/products/P0525.jpg,Active,Trending
P0526,Hustle Tops Charcoal,Women,Tops,Hustle,Women,Adult,M,Charcoal,Festive,Sunrise Fashion,3874.07,5191.26,34,https://coolplanet.lk/images/products/P0526.jpg,Active,Normal
P0527,Emerald Wallets Green,Accessories,Wallets,Emerald,Unisex,Adult,L,Green,All Season,Sunrise Fashion,1265.35,1758.84,39,https://coolplanet.lk/images/products/P0527.jpg,Active,Normal
P0528,Hustle T-Shirts Charcoal,Men,T-Shirts,Hustle,Men,Adult,M,Charcoal,All Season,Sunrise Fashion,1397.81,1845.11,32,https://coolplanet.lk/images/products/P0528.jpg,Active,Slow Moving
P0529,Miss Modano Jeans Navy,Women,Jeans,Miss Modano,Women,Adult,M,Navy,Summer,Lanka Textiles,4045.86,6028.33,49,https://coolplanet.lk/images/products/P0529.jpg,Active,Normal
P0530,Hustle Shirts Red,Men,Shirts,Hustle,Men,Adult,XXL,Red,All Season,Island Wear Ltd,1801.48,2522.07,40,https://coolplanet.lk/images/products/P0530.jpg,Active,Normal
P0531,Emerald Girls Wear Purple,Kids,Girls Wear,Emerald,Kids,Kids,4Y,Purple,Back to School,Island Wear Ltd,1993.92,2831.37,42,https://coolplanet.lk/images/products/P0531.jpg,Active,Normal
P0532,King Street Shoes Coral,Footwear,Shoes,King Street,Men,Adult,37,Coral,Summer,Blue Horizon Apparel,4492.33,6199.41,38,https://coolplanet.lk/images/products/P0532.jpg,Active,Fast Moving
P0533,Emerald Jeans Charcoal,Women,Jeans,Emerald,Women,Adult,XL,Charcoal,Festive,Island Wear Ltd,2269.96,3087.14,36,https://coolplanet.lk/images/products/P0533.jpg,Active,Normal
P0534,Modano T-Shirts Green,Men,T-Shirts,Modano,Men,Adult,L,Green,All Season,Blue Horizon Apparel,2128.8,3022.9,42,https://coolplanet.lk/images/products/P0534.jpg,Active,Normal
P0535,Libera Caps Pink,Accessories,Caps,Libera,Unisex,Adult,L,Pink,Winter,Fashion Hub PVT,3459.44,4601.05,33,https://coolplanet.lk/images/products/P0535.jpg,Active,Normal
P0536,Hustle Girls Wear White,Kids,Girls Wear,Hustle,Kids,Kids,10Y,White,All Season,Blue Horizon Apparel,300.46,402.61,34,https://coolplanet.lk/images/products/P0536.jpg,Active,Normal
P0537,Modano Bags Maroon,Accessories,Bags,Modano,Men,Adult,L,Maroon,Winter,Island Wear Ltd,2479.82,3645.34,47,https://coolplanet.lk/images/products/P0537.jpg,Active,Non Moving
P0538,Miss Modano Kids Shorts Beige,Kids,Kids Shorts,Miss Modano,Kids,Kids,14Y,Beige,All Season,Colombo Garments,2057.45,3003.88,46,https://coolplanet.lk/images/products/P0538.jpg,Active,Slow Moving
P0539,Emerald Shirts Black,Men,Shirts,Emerald,Men,Adult,L,Black,Winter,Colombo Garments,4414.83,6357.36,44,https://coolplanet.lk/images/products/P0539.jpg,Active,Fast Moving
P0540,Emerald Jeans Charcoal,Women,Jeans,Emerald,Women,Adult,XL,Charcoal,Summer,Island Wear Ltd,4131.3,5866.45,42,https://coolplanet.lk/images/products/P0540.jpg,Active,Non Moving
P0541,Hustle Kids Shorts Khaki,Kids,Kids Shorts,Hustle,Kids,Kids,10Y,Khaki,All Season,Fashion Hub PVT,378.74,503.73,33,https://coolplanet.lk/images/products/P0541.jpg,Active,Normal
P0542,Modano Trousers Green,Men,Trousers,Modano,Men,Adult,XL,Green,Back to School,Kandy Mills,4358.44,6406.91,47,https://coolplanet.lk/images/products/P0542.jpg,Active,Slow Moving
P0543,Modano Boys Wear Olive,Kids,Boys Wear,Modano,Kids,Kids,12Y,Olive,All Season,Blue Horizon Apparel,1703.13,2520.63,48,https://coolplanet.lk/images/products/P0543.jpg,Active,Normal
P0544,Miss Modano Polo Shirts Olive,Men,Polo Shirts,Miss Modano,Men,Adult,L,Olive,Summer,Lanka Textiles,1793.09,2689.63,50,https://coolplanet.lk/images/products/P0544.jpg,Active,Normal
P0545,Hustle Dresses Coral,Women,Dresses,Hustle,Women,Adult,XXL,Coral,Summer,Fashion Hub PVT,1279.13,1765.2,38,https://coolplanet.lk/images/products/P0545.jpg,Active,Normal
P0546,Emerald Shoes Olive,Footwear,Shoes,Emerald,Kids,Kids,44,Olive,All Season,Lanka Textiles,7003.36,9664.64,38,https://coolplanet.lk/images/products/P0546.jpg,Active,Trending
P0547,Modano Bags Red,Accessories,Bags,Modano,Unisex,Adult,S,Red,Winter,Colombo Garments,1367.72,2037.9,49,https://coolplanet.lk/images/products/P0547.jpg,Active,Slow Moving
P0548,Libera Boys Wear Navy,Kids,Boys Wear,Libera,Kids,Kids,10Y,Navy,All Season,Kandy Mills,2236.27,2996.6,34,https://coolplanet.lk/images/products/P0548.jpg,Active,Normal
P0549,Miss Modano Trousers Beige,Men,Trousers,Miss Modano,Men,Adult,M,Beige,All Season,Kandy Mills,1580.17,2307.05,46,https://coolplanet.lk/images/products/P0549.jpg,Active,Trending
P0550,Hustle T-Shirts Teal,Women,T-Shirts,Hustle,Women,Adult,XXL,Teal,All Season,Colombo Garments,2733.27,3689.91,35,https://coolplanet.lk/images/products/P0550.jpg,Active,Normal
P0551,Libera Jeans Yellow,Women,Jeans,Libera,Women,Adult,XXL,Yellow,Back to School,Blue Horizon Apparel,1026.09,1313.4,28,https://coolplanet.lk/images/products/P0551.jpg,Active,Normal
P0552,Hustle Jackets Yellow,Women,Jackets,Hustle,Women,Adult,XS,Yellow,All Season,Island Wear Ltd,3469.32,4822.36,39,https://coolplanet.lk/images/products/P0552.jpg,Active,Normal
P0553,Hustle Jackets Khaki,Women,Jackets,Hustle,Women,Adult,XXL,Khaki,Winter,Fashion Hub PVT,2025.45,2673.6,32,https://coolplanet.lk/images/products/P0553.jpg,Active,Normal
P0554,Hustle Shirts Cream,Men,Shirts,Hustle,Men,Adult,XXL,Cream,All Season,Fashion Hub PVT,1461.96,1900.55,30,https://coolplanet.lk/images/products/P0554.jpg,Active,Normal
P0555,Emerald Girls Wear Red,Kids,Girls Wear,Emerald,Kids,Kids,10Y,Red,All Season,Kandy Mills,1087.13,1565.47,44,https://coolplanet.lk/images/products/P0555.jpg,Active,Normal
P0556,Hustle Bags Blue,Accessories,Bags,Hustle,Unisex,Adult,L,Blue,Winter,Island Wear Ltd,471.84,655.86,39,https://coolplanet.lk/images/products/P0556.jpg,Active,Normal
P0557,Emerald Jackets Brown,Women,Jackets,Emerald,Women,Adult,XS,Brown,All Season,Island Wear Ltd,4145.01,5595.77,35,https://coolplanet.lk/images/products/P0557.jpg,Active,Non Moving
P0558,Emerald T-Shirts Cream,Women,T-Shirts,Emerald,Women,Adult,S,Cream,All Season,Island Wear Ltd,1266.8,1824.19,44,https://coolplanet.lk/images/products/P0558.jpg,Active,Trending
P0559,Modano Skirts Cream,Women,Skirts,Modano,Women,Adult,XS,Cream,All Season,Sunrise Fashion,783.29,1143.6,46,https://coolplanet.lk/images/products/P0559.jpg,Active,Slow Moving
P0560,Libera Belts Black,Accessories,Belts,Libera,Unisex,Adult,L,Black,All Season,Island Wear Ltd,2659.45,3590.26,35,https://coolplanet.lk/images/products/P0560.jpg,Active,Normal
P0561,Hustle Wallets Maroon,Accessories,Wallets,Hustle,Women,Adult,One Size,Maroon,Summer,Sunrise Fashion,242.72,315.54,30,https://coolplanet.lk/images/products/P0561.jpg,Active,Normal
P0562,Hustle Kids T-Shirts Pink,Kids,Kids T-Shirts,Hustle,Kids,Kids,12Y,Pink,Summer,Kandy Mills,1135.26,1532.6,35,https://coolplanet.lk/images/products/P0562.jpg,Active,Normal
P0563,Miss Modano T-Shirts Blue,Women,T-Shirts,Miss Modano,Women,Adult,L,Blue,Summer,Island Wear Ltd,1745.19,2582.88,48,https://coolplanet.lk/images/products/P0563.jpg,Active,Normal
P0564,Emerald Dresses Beige,Women,Dresses,Emerald,Women,Adult,S,Beige,All Season,Colombo Garments,5130.31,6977.22,36,https://coolplanet.lk/images/products/P0564.jpg,Active,Normal
P0565,Libera Kids T-Shirts Teal,Kids,Kids T-Shirts,Libera,Kids,Kids,14Y,Teal,All Season,Fashion Hub PVT,2717.1,3396.38,25,https://coolplanet.lk/images/products/P0565.jpg,Active,Fast Moving
P0566,King Street Shoes Beige,Footwear,Shoes,King Street,Unisex,Adult,44,Beige,Summer,Kandy Mills,6506.29,8523.24,31,https://coolplanet.lk/images/products/P0566.jpg,Active,Normal
P0567,Miss Modano Shirts Green,Men,Shirts,Miss Modano,Men,Adult,XS,Green,Summer,Fashion Hub PVT,4131.99,6032.71,46,https://coolplanet.lk/images/products/P0567.jpg,Active,Trending
P0568,King Street Shorts Pink,Men,Shorts,King Street,Men,Adult,XS,Pink,All Season,Kandy Mills,3197.01,4283.99,34,https://coolplanet.lk/images/products/P0568.jpg,Active,Normal
P0569,King Street Trousers Navy,Men,Trousers,King Street,Men,Adult,L,Navy,All Season,Sunrise Fashion,3974.72,5564.61,40,https://coolplanet.lk/images/products/P0569.jpg,Active,Normal
P0570,Modano Belts Beige,Accessories,Belts,Modano,Women,Adult,S,Beige,All Season,Colombo Garments,598.28,867.5,45,https://coolplanet.lk/images/products/P0570.jpg,Active,Normal
P0571,Libera Tops Grey,Women,Tops,Libera,Women,Adult,XS,Grey,All Season,Sunrise Fashion,4210.1,5683.63,35,https://coolplanet.lk/images/products/P0571.jpg,Active,Normal
P0572,Emerald Trousers Black,Men,Trousers,Emerald,Men,Adult,XS,Black,Winter,Lanka Textiles,2905.74,4184.26,44,https://coolplanet.lk/images/products/P0572.jpg,Active,Normal
P0573,Emerald Sneakers Beige,Footwear,Sneakers,Emerald,Women,Adult,40,Beige,Summer,Colombo Garments,3951.01,5649.94,43,https://coolplanet.lk/images/products/P0573.jpg,Active,Normal
P0574,Hustle Trousers Pink,Men,Trousers,Hustle,Men,Adult,XS,Pink,Summer,Blue Horizon Apparel,1456.81,1893.85,30,https://coolplanet.lk/images/products/P0574.jpg,Active,Normal
P0575,Hustle Belts Beige,Accessories,Belts,Hustle,Women,Adult,S,Beige,All Season,Kandy Mills,770.25,1001.32,30,https://coolplanet.lk/images/products/P0575.jpg,Active,Normal
P0576,Modano Shorts White,Men,Shorts,Modano,Men,Adult,M,White,Summer,Lanka Textiles,2324.56,3277.63,41,https://coolplanet.lk/images/products/P0576.jpg,Active,Normal
P0577,Emerald Dresses Teal,Women,Dresses,Emerald,Women,Adult,XS,Teal,Summer,Colombo Garments,1037.11,1431.21,38,https://coolplanet.lk/images/products/P0577.jpg,Active,Normal
P0578,Modano Tops Grey,Women,Tops,Modano,Women,Adult,M,Grey,All Season,Island Wear Ltd,1513.0,2193.85,45,https://coolplanet.lk/images/products/P0578.jpg,Active,Normal
P0579,King Street Trousers White,Men,Trousers,King Street,Men,Adult,S,White,All Season,Colombo Garments,3119.54,4273.77,37,https://coolplanet.lk/images/products/P0579.jpg,Active,Non Moving
P0580,Emerald Sneakers Brown,Footwear,Sneakers,Emerald,Kids,Kids,38,Brown,All Season,Lanka Textiles,5281.72,7341.59,39,https://coolplanet.lk/images/products/P0580.jpg,Active,Trending
P0581,King Street Tops Grey,Women,Tops,King Street,Women,Adult,XL,Grey,All Season,Blue Horizon Apparel,4134.61,5705.76,38,https://coolplanet.lk/images/products/P0581.jpg,Active,Normal
P0582,King Street Girls Wear Maroon,Kids,Girls Wear,King Street,Kids,Kids,8Y,Maroon,All Season,Kandy Mills,1705.27,2233.9,31,https://coolplanet.lk/images/products/P0582.jpg,Active,Normal
P0583,Miss Modano Tops Yellow,Women,Tops,Miss Modano,Women,Adult,S,Yellow,Festive,Colombo Garments,2971.92,4428.16,49,https://coolplanet.lk/images/products/P0583.jpg,Active,Normal
P0584,Modano Dresses Olive,Women,Dresses,Modano,Women,Adult,XL,Olive,All Season,Island Wear Ltd,2715.48,4046.07,49,https://coolplanet.lk/images/products/P0584.jpg,Active,Normal
P0585,Miss Modano Trousers Navy,Men,Trousers,Miss Modano,Men,Adult,XS,Navy,Winter,Colombo Garments,2120.9,3117.72,47,https://coolplanet.lk/images/products/P0585.jpg,Active,Trending
P0586,Modano Boys Wear Olive,Kids,Boys Wear,Modano,Kids,Kids,4Y,Olive,Back to School,Sunrise Fashion,2124.69,3059.56,44,https://coolplanet.lk/images/products/P0586.jpg,Active,Normal
P0587,King Street Tops Blue,Women,Tops,King Street,Women,Adult,M,Blue,Winter,Fashion Hub PVT,3889.83,5134.58,32,https://coolplanet.lk/images/products/P0587.jpg,Active,Normal
P0588,Hustle Caps White,Accessories,Caps,Hustle,Unisex,Adult,M,White,Winter,Blue Horizon Apparel,2372.21,3178.76,34,https://coolplanet.lk/images/products/P0588.jpg,Active,Normal
P0589,Libera Polo Shirts Khaki,Men,Polo Shirts,Libera,Men,Adult,XXL,Khaki,All Season,Island Wear Ltd,868.18,1093.91,26,https://coolplanet.lk/images/products/P0589.jpg,Active,Non Moving
P0590,Modano Tops Teal,Women,Tops,Modano,Women,Adult,S,Teal,All Season,Blue Horizon Apparel,1937.97,2810.06,45,https://coolplanet.lk/images/products/P0590.jpg,Active,Trending
P0591,Hustle Belts Grey,Accessories,Belts,Hustle,Unisex,Adult,M,Grey,Summer,Fashion Hub PVT,1746.39,2287.77,31,https://coolplanet.lk/images/products/P0591.jpg,Active,Fast Moving
P0592,Modano Boys Wear Teal,Kids,Boys Wear,Modano,Kids,Kids,10Y,Teal,Back to School,Lanka Textiles,1233.65,1801.13,46,https://coolplanet.lk/images/products/P0592.jpg,Active,Normal
P0593,Emerald Shoes Cream,Footwear,Shoes,Emerald,Women,Adult,42,Cream,Festive,Fashion Hub PVT,3149.22,4314.43,37,https://coolplanet.lk/images/products/P0593.jpg,Active,Trending
P0594,Miss Modano Sandals Beige,Footwear,Sandals,Miss Modano,Women,Adult,36,Beige,All Season,Blue Horizon Apparel,7886.09,11671.41,48,https://coolplanet.lk/images/products/P0594.jpg,Active,Normal
P0595,Emerald Jackets Pink,Women,Jackets,Emerald,Women,Adult,XS,Pink,Winter,Blue Horizon Apparel,4167.95,5960.17,43,https://coolplanet.lk/images/products/P0595.jpg,Active,Normal
P0596,Miss Modano Jackets Olive,Women,Jackets,Miss Modano,Women,Adult,XXL,Olive,All Season,Blue Horizon Apparel,2524.96,3585.44,42,https://coolplanet.lk/images/products/P0596.jpg,Active,Trending
P0597,Hustle Polo Shirts Olive,Men,Polo Shirts,Hustle,Men,Adult,M,Olive,Festive,Lanka Textiles,786.56,1069.72,36,https://coolplanet.lk/images/products/P0597.jpg,Active,Slow Moving
P0598,Libera Girls Wear Blue,Kids,Girls Wear,Libera,Kids,Kids,14Y,Blue,All Season,Fashion Hub PVT,692.22,899.89,30,https://coolplanet.lk/images/products/P0598.jpg,Active,Fast Moving
P0599,Emerald Polo Shirts Blue,Men,Polo Shirts,Emerald,Men,Adult,XXL,Blue,All Season,Lanka Textiles,1822.78,2606.58,43,https://coolplanet.lk/images/products/P0599.jpg,Active,Trending
P0600,Hustle Caps Black,Accessories,Caps,Hustle,Men,Adult,L,Black,Festive,Lanka Textiles,3574.89,4754.61,33,https://coolplanet.lk/images/products/P0600.jpg,Active,Trending
P0601,King Street Kids T-Shirts Olive,Kids,Kids T-Shirts,King Street,Kids,Kids,14Y,Olive,Summer,Sunrise Fashion,2101.23,2878.69,37,https://coolplanet.lk/images/products/P0601.jpg,Active,Normal
P0602,Emerald Sneakers White,Footwear,Sneakers,Emerald,Unisex,Adult,44,White,All Season,Blue Horizon Apparel,1071.38,1467.79,37,https://coolplanet.lk/images/products/P0602.jpg,Active,Normal
P0603,Miss Modano Shirts Coral,Men,Shirts,Miss Modano,Men,Adult,M,Coral,All Season,Kandy Mills,905.29,1276.46,41,https://coolplanet.lk/images/products/P0603.jpg,Active,Normal
P0604,Miss Modano Jeans Beige,Men,Jeans,Miss Modano,Men,Adult,XL,Beige,Winter,Sunrise Fashion,4118.26,6177.39,50,https://coolplanet.lk/images/products/P0604.jpg,Active,Non Moving
P0605,Hustle Sandals Black,Footwear,Sandals,Hustle,Kids,Kids,41,Black,All Season,Blue Horizon Apparel,4486.73,6012.22,34,https://coolplanet.lk/images/products/P0605.jpg,Active,Fast Moving
P0606,Emerald Jeans Pink,Women,Jeans,Emerald,Women,Adult,XXL,Pink,Back to School,Island Wear Ltd,2496.4,3370.14,35,https://coolplanet.lk/images/products/P0606.jpg,Active,Trending
P0607,Libera T-Shirts Olive,Men,T-Shirts,Libera,Men,Adult,XL,Olive,All Season,Blue Horizon Apparel,919.42,1176.86,28,https://coolplanet.lk/images/products/P0607.jpg,Active,Normal
P0608,Miss Modano T-Shirts Blue,Women,T-Shirts,Miss Modano,Women,Adult,XXL,Blue,Summer,Kandy Mills,1330.15,1955.32,47,https://coolplanet.lk/images/products/P0608.jpg,Active,Non Moving
P0609,Hustle Jackets Coral,Men,Jackets,Hustle,Men,Adult,XL,Coral,All Season,Kandy Mills,1529.24,2079.77,36,https://coolplanet.lk/images/products/P0609.jpg,Active,Fast Moving
P0610,Hustle Wallets Pink,Accessories,Wallets,Hustle,Men,Adult,L,Pink,Back to School,Fashion Hub PVT,2396.04,3330.49,39,https://coolplanet.lk/images/products/P0610.jpg,Active,Trending
P0611,Miss Modano Bags Orange,Accessories,Bags,Miss Modano,Unisex,Adult,L,Orange,Festive,Island Wear Ltd,2242.47,3251.58,45,https://coolplanet.lk/images/products/P0611.jpg,Active,Normal
P0612,Emerald Jackets Brown,Women,Jackets,Emerald,Women,Adult,XS,Brown,Winter,Sunrise Fashion,1966.66,2713.99,38,https://coolplanet.lk/images/products/P0612.jpg,Active,Trending
P0613,Hustle Jeans White,Women,Jeans,Hustle,Women,Adult,XL,White,Winter,Colombo Garments,903.82,1184.01,31,https://coolplanet.lk/images/products/P0613.jpg,Active,Normal
P0614,Hustle Jackets Teal,Men,Jackets,Hustle,Men,Adult,M,Teal,All Season,Sunrise Fashion,1725.97,2347.32,36,https://coolplanet.lk/images/products/P0614.jpg,Active,Normal
P0615,Miss Modano Girls Wear Green,Kids,Girls Wear,Miss Modano,Kids,Kids,6Y,Green,Back to School,Colombo Garments,1148.75,1677.18,46,https://coolplanet.lk/images/products/P0615.jpg,Active,Trending
P0616,Miss Modano T-Shirts Maroon,Men,T-Shirts,Miss Modano,Men,Adult,XS,Maroon,Summer,Fashion Hub PVT,3744.81,5467.42,46,https://coolplanet.lk/images/products/P0616.jpg,Active,Normal
P0617,Modano Jeans Blue,Women,Jeans,Modano,Women,Adult,XS,Blue,Winter,Colombo Garments,977.81,1447.16,48,https://coolplanet.lk/images/products/P0617.jpg,Active,Normal
P0618,Libera T-Shirts Green,Men,T-Shirts,Libera,Men,Adult,L,Green,Summer,Kandy Mills,948.92,1243.09,31,https://coolplanet.lk/images/products/P0618.jpg,Active,Normal
P0619,Emerald Shirts Olive,Men,Shirts,Emerald,Men,Adult,M,Olive,All Season,Fashion Hub PVT,1866.21,2519.38,35,https://coolplanet.lk/images/products/P0619.jpg,Active,Normal
P0620,Emerald Belts Beige,Accessories,Belts,Emerald,Unisex,Adult,M,Beige,All Season,Sunrise Fashion,728.98,984.12,35,https://coolplanet.lk/images/products/P0620.jpg,Active,Normal
P0621,Miss Modano Tops Khaki,Women,Tops,Miss Modano,Women,Adult,XS,Khaki,Festive,Blue Horizon Apparel,3906.7,5508.44,41,https://coolplanet.lk/images/products/P0621.jpg,Active,Trending
P0622,Libera Skirts Red,Women,Skirts,Libera,Women,Adult,XL,Red,Festive,Sunrise Fashion,2795.99,3690.71,32,https://coolplanet.lk/images/products/P0622.jpg,Active,Normal
P0623,Miss Modano Belts Purple,Accessories,Belts,Miss Modano,Women,Adult,S,Purple,Summer,Lanka Textiles,2750.79,3878.62,41,https://coolplanet.lk/images/products/P0623.jpg,Active,Trending
P0624,Miss Modano Jackets Pink,Men,Jackets,Miss Modano,Men,Adult,XS,Pink,Winter,Fashion Hub PVT,1804.23,2670.26,48,https://coolplanet.lk/images/products/P0624.jpg,Active,Non Moving
P0625,Miss Modano Sneakers Grey,Footwear,Sneakers,Miss Modano,Unisex,Adult,40,Grey,Back to School,Kandy Mills,3881.33,5821.99,50,https://coolplanet.lk/images/products/P0625.jpg,Active,Fast Moving
P0626,Emerald Jackets Blue,Women,Jackets,Emerald,Women,Adult,XXL,Blue,All Season,Island Wear Ltd,3474.79,4934.2,42,https://coolplanet.lk/images/products/P0626.jpg,Active,Normal
P0627,Modano T-Shirts Purple,Men,T-Shirts,Modano,Men,Adult,XS,Purple,Summer,Colombo Garments,828.97,1168.85,41,https://coolplanet.lk/images/products/P0627.jpg,Active,Slow Moving
P0628,Modano Bags Maroon,Accessories,Bags,Modano,Men,Adult,M,Maroon,Festive,Blue Horizon Apparel,2727.32,3900.07,43,https://coolplanet.lk/images/products/P0628.jpg,Active,Slow Moving
P0629,Modano Kids Shorts Olive,Kids,Kids Shorts,Modano,Kids,Kids,8Y,Olive,All Season,Colombo Garments,1359.85,1985.38,46,https://coolplanet.lk/images/products/P0629.jpg,Active,Normal
P0630,Emerald Jeans Green,Women,Jeans,Emerald,Women,Adult,XXL,Green,All Season,Sunrise Fashion,830.76,1129.84,36,https://coolplanet.lk/images/products/P0630.jpg,Active,Fast Moving
P0631,Modano Kids T-Shirts Pink,Kids,Kids T-Shirts,Modano,Kids,Kids,2Y,Pink,Summer,Blue Horizon Apparel,1700.94,2449.35,44,https://coolplanet.lk/images/products/P0631.jpg,Active,Normal
P0632,Miss Modano Shorts Olive,Men,Shorts,Miss Modano,Men,Adult,XL,Olive,All Season,Blue Horizon Apparel,3683.03,5414.05,47,https://coolplanet.lk/images/products/P0632.jpg,Active,Normal
P0633,Miss Modano Trousers Purple,Men,Trousers,Miss Modano,Men,Adult,L,Purple,Summer,Colombo Garments,697.98,1005.09,44,https://coolplanet.lk/images/products/P0633.jpg,Active,Normal
P0634,Miss Modano Jackets Olive,Women,Jackets,Miss Modano,Women,Adult,M,Olive,All Season,Fashion Hub PVT,2530.85,3770.97,49,https://coolplanet.lk/images/products/P0634.jpg,Active,Normal
P0635,King Street Kids Shorts Teal,Kids,Kids Shorts,King Street,Kids,Kids,10Y,Teal,Summer,Island Wear Ltd,1152.35,1613.29,40,https://coolplanet.lk/images/products/P0635.jpg,Active,Normal
P0636,Emerald Sandals White,Footwear,Sandals,Emerald,Kids,Kids,36,White,All Season,Kandy Mills,3581.41,5157.23,44,https://coolplanet.lk/images/products/P0636.jpg,Active,Normal
P0637,Miss Modano Caps Red,Accessories,Caps,Miss Modano,Women,Adult,M,Red,Summer,Colombo Garments,376.87,565.31,50,https://coolplanet.lk/images/products/P0637.jpg,Active,Trending
